12597,12267,330,97.3803286497,2.61967135032
12597,12402,195,98.4520123839,1.5479876161
12597,12340,257,97.959831706,2.04016829404
12597,12256,341,97.2930062713,2.70699372867
12597,12374,223,98.229737239,1.77026276097
12597,12359,238,98.1106612686,1.88933873144
12597,11324,1273,89.8944193062,10.1055806938
12598,12327,271,97.8488648992,2.15113510081
12598,12401,197,98.4362597238,1.56374027623
12598,12340,258,97.9520558819,2.04794411811
12597,12301,296,97.6502341827,2.34976581726
12597,12385,212,98.3170596174,1.68294038263
12597,12297,300,97.6184805906,2.38151940938
12597,12219,378,96.9992855442,3.00071445582
