epoch,acc,loss
0,0.54717530319262231,0.33684069414034307
1,0.51259095920985431,0.27750112089562379
2,0.53108710032655493,0.27204578732931628
3,0.52151708930119656,0.26144639650216406
4,0.52043219404341501,0.25169855675443004
5,0.51211466372341674,0.25235385769607277
6,0.53334509371922589,0.14570356201014945
7,0.5275237045180311,0.20289797409752008
8,0.58469680264766322,0.23744510686941356
9,0.62973318632434983,0.23877415845967015
10,0.68359867695805254,0.2051121536563659
11,0.78587872105948586,0.17575042159956406
12,0.85199558985824753,0.14200460335050424
13,0.84954355015959737,0.20123218794538339
14,0.71179713340999007,0.14169147156832007
15,0.68515986769885451,0.16677230646991087
16,0.5979007717766599,0.19388206072186162
17,0.74981256890218073,0.19590299130264821
18,0.7993208379209239,0.13076820032581965
19,0.90515545754448445,0.127713191517141
20,0.93835501653908893,0.11588251186232673
21,0.88257552370452041,0.19708112837121614
22,0.90434399117340458,0.22947302829871485
23,0.78522601983828477,0.22595680709796431
24,0.89864608599043472,0.22308613539062433
25,0.91992061742059184,0.23156280894704417
26,0.89480044101538447,0.22112085294938322
27,0.89183682469259684,0.22658947611844671
28,0.7976185225940986,0.2292162440143394
29,0.79954134509529273,0.23003907029660955
30,0.68151708930119659,0.22374157507532166
31,0.63146196251483311,0.22543452696112223
32,0.64776185226072414,0.22612400407379221
33,0.86504961411298442,0.22176912599379381
34,0.92067916207276734,0.22690339678908311
35,0.91738919514989381,0.21715412627612349
36,0.89299228224128713,0.23019667290605178
37,0.87590738699112869,0.22532982797653936
38,0.85012568907700936,0.22512459825562947
39,0.91615435501706377,0.22390391475282806
40,0.92628886438861835,0.21868710752069856
41,0.92431312017693146,0.21397192764913103
42,0.89966923925132714,0.21215568273336666
43,0.91559867694911512,0.20510997251463517
44,0.93891069458968845,0.14646726751540065
45,0.95153252480758199,0.13422399344744598
46,0.95298787209848324,0.1211369570073073
47,0.94948621830262059,0.12625647407687396
48,0.95226460859977946,0.11673221957122921
49,0.95121499448784652,0.12167026597671025
50,0.95321719955898565,0.12862437115020303
51,0.95083572215308432,0.13866379758138969
52,0.94856890848163999,0.22041536012854912
53,0.94599338478553119,0.22820727695058723
54,0.86702535832414551,0.20237480581362446
55,0.94995369348715264,0.097173279102016841
56,0.8549239250196774,0.21760210425488019
57,0.94137155457604949,0.095212210511885248
58,0.91768026460912555,0.1746910108852959
59,0.94624035280410612,0.10735212397607825
60,0.94347078279308083,0.20791386094472505
61,0.93724366041107765,0.20907519354917675
62,0.93362734288128368,0.22077835107378277
63,0.93094597573685145,0.22071531436396885
64,0.92696802645349974,0.11030550331363194
65,0.94570231532577376,0.098548877267259388
66,0.92182579933952991,0.16587875817334455
67,0.92097905181182393,0.22861192038689576
68,0.84661521499501302,0.22683821249275152
69,0.81401543550270528,0.22444265959778845
