epoch,acc,loss
0,0.52298126319080362,0.30868977504759038
1,0.4971025421666731,0.3002505110924425
2,0.49350386541628388,0.35712470358050113
3,0.54452922315226893,0.22558113040744243
4,0.5432150001943834,0.24033969087070078
5,0.69991620891938,0.22835069656404627
6,0.76213450808312166,0.23831945111634542
7,0.74112458636045719,0.19442473535856697
8,0.59625138240257458,0.16253771283057641
9,0.5718280093462228,0.14310689386386247
10,0.63915325632563236,0.15974543397030519
11,0.67373759847163106,0.18371355059465813
12,0.76798235829701889,0.24492647640780721
13,0.82308268766616122,0.15812652050415338
14,0.65834619910214942,0.16473132892176914
15,0.74980374932551985,0.14772957267156595
16,0.96121719385323745,0.14491035294809559
17,0.75237927213130473,0.14688582891920804
18,0.94170671904363079,0.22669185672592032
19,0.94787210008801015,0.23131638215935871
20,0.96044982859160433,0.23076310292511282
21,0.96219624566663853,0.15440756291798438
22,0.95521057864468306,0.17401470107843411
23,0.95504299244255053,0.22419522826979468
24,0.95277617869066955,0.23338605095846959
25,0.95131201112152064,0.2408686551110571
26,0.80395148663102856,0.26309674082792939
27,0.95443439288333864,0.23503720488474961
28,0.95489304764399585,0.22806112068242959
29,0.94765159224727846,0.23486608030421341
30,0.95265269476628756,0.23249806043578009
31,0.91998235401271333,0.2004572004611693
32,0.95560749072881357,0.20606520064048728
33,0.95310252929864148,0.21544278036616929
34,0.94630208841232377,0.23022553388886619
35,0.89698786521825402,0.23082703272309982
36,0.8607541288456817,0.24298571109101691
37,0.76199338258232807,0.24191178684334277
38,0.72604189495333238,0.26704964394201081
39,0.82855126334064721,0.23332251980048888
40,0.76203748394662252,0.24320497700802557
41,0.77650275411061709,0.23981739289268764
42,0.72396030842863601,0.24684551912264094
43,0.8359779457601717,0.18544235444516793
44,0.89009922419913945,0.16305088885326346
45,0.94073648865982606,0.15544777510703478
46,0.87110914740961998,0.14168470170825087
47,0.95701873760896328,0.19393340903301937
48,0.96670341284824446,0.19689510044332836
49,0.9420507110177222,0.15577805918866941
50,0.88207276263599754,0.21818731377115419
51,0.78789856466200803,0.24443223785467577
52,0.71458434510980184,0.23314845471838827
53,0.79083571984066059,0.19938637890121974
54,0.81167805591255193,0.15023749837983544
55,0.92314001756308495,0.17737669856580279
56,0.82824255452003603,0.15350595486859653
57,0.82048070264756356,0.13581867113613827
58,0.89973979527264214,0.12884104473175359
59,0.8523836769566121,0.11982928067287453
60,0.88041454901045979,0.12737186962199049
61,0.89981917826842839,0.18349860095920256
62,0.87675413049305684,0.1634461036590881
63,0.9131113502682241,0.1173450967627727
64,0.91070341203809446,0.10405224993163349
65,0.7777993362458564,0.10274066698200997
66,0.80473649053418517,0.098091773674004998
67,0.83327011693141684,0.11293529112655877
68,0.73936934833884105,0.21546962995322613
69,0.80777948924567233,0.20107962731042034
70,0.88457772260726875,0.12458478305779089
71,0.94542888255734425,0.10220111135095107
72,0.98043660117089415,0.10407630630399586
73,0.97689966532203565,0.15478704368118845
74,0.9730716605223263,0.15303195904700287
75,0.96798235434287172,0.15660597707230184
76,0.97590297265247317,0.16959608267966844
77,0.97621168285641147,0.17442027817270769
78,0.97402425206614429,0.18808594548894395
79,0.92900550909710033,0.20739843808716527
80,0.95152370034662603,0.15403009256520481
81,0.97721719558341502,0.13431093960548357
82,0.97648511148997419,0.14733258132427896
83,0.97675854082275781,0.1522003535607212
84,0.97897243271589018,0.14391768446872505
85,0.97962513401069351,0.13162144915229709
86,0.94243880340519393,0.15491628085622192
87,0.98014553102137891,0.1241659342751284
88,0.97944872814081729,0.13303586641871837
89,0.97974861798239121,0.12891250116082437
90,0.97856669965231957,0.14780395122827697
91,0.9571775050903234,0.15806019033192173
92,0.97909591678484797,0.13069269440346309
93,0.97697022786608345,0.1232531697680416
94,0.97981035996429711,0.13487916428399699
95,0.97955457164276527,0.12358005410504354
