12597,12442,155,98.7695483052,1.23045169485
12597,12522,75,99.4046201477,0.595379852346
12597,12411,186,98.5234579662,1.47654203382
12597,12424,173,98.6266571406,1.37334285941
12597,12438,159,98.737794713,1.26220528697
12597,12421,176,98.6028419465,1.3971580535
12597,12474,123,99.0235770422,0.976422957847
12598,12407,191,98.4838863312,1.51611366884
12598,12518,80,99.364978568,0.635021431973
12598,12485,113,99.1030322273,0.896967772662
12597,12517,80,99.3649281575,0.635071842502
12597,11909,688,94.5383821545,5.46161784552
12597,12551,46,99.6348336906,0.365166309439
12597,12541,56,99.5554497102,0.444550289752
